itemid,cameraid,objecttype,framenum,translation,itemheading
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,1,0101000080C07FE84135AF9D40A0DC091097B090406C1283C0CAA1D53F,57.14151155663656
b7eb5ea2137c4575bbd62375e3cc3063,scene-0207,vehicle.trailer,1,01010000806641C7CA5F3D9E40A62C9DDF11499040004A0C022B87863F,-122.7870000002036
679391fb87db41cc97b4b6233c8795f5,scene-0207,vehicle.truck,2,01010000802E40EB172FDD9D40653158D094899040C0263108AC1C9A3F,-121.78400000027015
80822ed2772143f6adce345c6ae4565e,scene-0207,vehicle.car,2,0101000080AC2E62E953919D408E9AFC3E74B69040020000000000D83F,-120.12033333353695
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,2,010100008092411BEBC8539E404A033EF5FE4D9040809999999999993F,58.01700000004624
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,2,0101000080DAB9561F95979D407D67B83789BF904084EB51B81E85D33F,57.573803223303244
b7eb5ea2137c4575bbd62375e3cc3063,scene-0207,vehicle.trailer,2,01010000806641C7CA5F679E40B8AF5DAA332E9040004A0C022B87863F,-122.7870000002036
c930c758a6d94d41becc47266fd23988,scene-0207,vehicle.car,3,010100008066E76CE0105A9D4008F40B5CABD99040723D0AD7A370D93F,-132.09900000043703
679391fb87db41cc97b4b6233c8795f5,scene-0207,vehicle.truck,3,0101000080D606374FB8EB9D4007770EC492809040C0263108AC1C9A3F,-121.78400000027015
80822ed2772143f6adce345c6ae4565e,scene-0207,vehicle.car,3,0101000080449D746C149F9D4090C583554DAE9040AEF1D24D6210D03F,-120.12033333353695
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,3,010100008060396FCEEE469E404257219B1A56904060E9263108AC9C3F,58.01700000004624
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,3,010100008004ABDE587F909D40F15C05DBD8C390406C1283C0CAA1D53F,58.30817822330324
b7eb5ea2137c4575bbd62375e3cc3063,scene-0207,vehicle.trailer,3,01010000806641C7CA5F759E40BE30F3ED3E259040004A0C022B87863F,-122.7870000002036
c930c758a6d94d41becc47266fd23988,scene-0207,vehicle.car,4,01010000808FFC3E6F24BC9D40AC6FFEB1138C9040603BDF4F8D97BEBF,-126.22400000043709
679391fb87db41cc97b4b6233c8795f5,scene-0207,vehicle.truck,4,0101000080A2D3031C05619E40B5BEEF3EA7379040C0263108AC1C9A3F,-121.78400000027015
80822ed2772143f6adce345c6ae4565e,scene-0207,vehicle.car,4,0101000080E0D430F46B169E40F382B0AB05649040C01E85EB51B88E3F,-122.78700000020355
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,4,0101000080010E6A161DEF9D4066B2DE75A18C904000AAF1D24D6260BF,59.017000000046245
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,4,01010000809606017C3C789D400AF2E98DC2D29040B09999999999B93F,57.49567822330322
3236182c100741f99ae371162a9b1197,scene-0207,human.pedestrian.adult,4,010100008016E0DBEDC5619D409DAC416E39139140686666666666D23F,-131.97466666631612
b7eb5ea2137c4575bbd62375e3cc3063,scene-0207,vehicle.trailer,4,01010000804EE6228069E59E401098675860C48F40004A0C022B87863F,-120.78700000020362
2b96956017a54fcc93dcc63cc1e34b03,scene-0207,vehicle.car,5,01010000801E18C72AA8BC9D40313A12BD9A8D904000DF4F8D976E72BF,-122.56799999998523
c930c758a6d94d41becc47266fd23988,scene-0207,vehicle.car,5,010100008086E6063840F49D409E52450D9765904050BA490C022BB7BF,-103.0990000004372
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,5,0101000080ED55E8CDADA39D4056547D4B50BB9040E0263108AC1CAA3F,58.1836666667129
7d192070d9c04f9da9a26aa416972ad9,scene-0207,vehicle.car,5,0101000080404D693A6D7D9C40DC25A6BF281090400004560E2DB29D3F,-120.54299999999581
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,5,0101000080E09C9834593E9D408A7ED23138D6904080E9263108ACBC3F,119.45837708693958
3236182c100741f99ae371162a9b1197,scene-0207,human.pedestrian.adult,5,01010000803C5C3A484B799D404DBD412AD5F9904028068195438BBC3F,-125.00799999964951
2b96956017a54fcc93dcc63cc1e34b03,scene-0207,vehicle.car,6,010100008062A33312A4BF9D403C11B62DD88B9040806CE7FBA9F192BF,-122.56799999998523
c930c758a6d94d41becc47266fd23988,scene-0207,vehicle.car,6,0101000080644CFB05FFEF9D40B44EFBC1B1689040400C022B871699BF,-96.43233333377053
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,6,01010000808BC566D446A09D407C64960B49BD9040E0263108AC1CAA3F,57.350333333379574
7d192070d9c04f9da9a26aa416972ad9,scene-0207,vehicle.car,6,0101000080404D693A6D7D9C40DC25A6BF281090400004560E2DB29D3F,-120.54299999999581
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,6,0101000080D9820B8E67399D409F646227D2D19040B09DEFA7C64BB73F,127.04050776875776
3236182c100741f99ae371162a9b1197,scene-0207,human.pedestrian.adult,6,0101000080ABA3F1D70F7B9D401A6F4939C4F89040205A643BDF4FBD3F,-123.8079999996495
2b96956017a54fcc93dcc63cc1e34b03,scene-0207,vehicle.car,7,0101000080E438779D90C49D400A090A11FE889040002B8716D9CEA7BF,-122.56799999998523
fd2437defb374b4a96cbd6cf3d79be26,scene-0207,vehicle.car,7,0101000080483AFAECCA999D40F8A3CB6983C19040E0263108AC1CAA3F,57.350333333379574
7d192070d9c04f9da9a26aa416972ad9,scene-0207,vehicle.car,7,0101000080404D693A6D7D9C40DC25A6BF281090400004560E2DB29D3F,-120.54299999999581
6a81ab78eee3477e8509569a5d0a2217,scene-0207,vehicle.truck,7,0101000080A2B548B276319D404697425446C79040007F6ABC7493A83F,142.20476913239412
3236182c100741f99ae371162a9b1197,scene-0207,human.pedestrian.adult,7,01010000800FAB0199677E9D40FC47BF17D0F69040683BDF4F8D97BE3F,-121.40799999964948
38546e403ef846a3870a8746cba51a66,scene-0213,human.pedestrian.adult,1,0101000080B21F7EAE0D2BA040F049B31D7C608E40F8FDD478E926C13F,58.8059999961035
f4afd962dcce4d67a241c54868e5ec53,scene-0213,vehicle.car,1,010100008014911121961EA04065D3F72074168E401083C0CAA145A63F,-121.13100000262305
38546e403ef846a3870a8746cba51a66,scene-0213,human.pedestrian.adult,3,0101000080C277B7621624A0405E5C36DE46728E40B01C5A643BDFCF3F,58.8059999961035
f4afd962dcce4d67a241c54868e5ec53,scene-0213,vehicle.car,3,010100008060C89A62F638A040019818D1E6D38D408816D9CEF753CBBF,-121.13100000262305
38546e403ef846a3870a8746cba51a66,scene-0213,human.pedestrian.adult,5,0101000080AFF4F697F421A040B795EAA6BD778E40F07C3F355EBAD13F,58.8059999961035
f4afd962dcce4d67a241c54868e5ec53,scene-0213,vehicle.car,5,01010000803BC219CDB23FA040A0B247AE0BC38D40205C8FC2F5289C3F,-121.13100000262305
38546e403ef846a3870a8746cba51a66,scene-0213,human.pedestrian.adult,10,0101000080ECFECD3B650FA0401EFC500D24A78E40BC490C022B87E23F,58.8059999961035
f4afd962dcce4d67a241c54868e5ec53,scene-0213,vehicle.car,10,0101000080B05532D1085BA0406929064E267E8D40F0A7C64B3789D53F,-121.13100000262305
ab7b2eaabd8a4db485e82422dbe20244,scene-0224,movable_object.barrier,1,010100008011F91D138D8A9840E2B37F2F412D8A40A61C5A643BDFCFBF,-131.0540000004694
371c4fb1a7454570a6bdacdbbcdd7d5c,scene-0224,human.pedestrian.adult,1,0101000080F0A6ABAD6E7F9840450DC3F6A8078A40E5D022DBF97EDEBF,49.50200000096815
3df7509d6c7248889453f2eedf265317,scene-0224,vehicle.car,1,01010000806AAB548FB9179940869F76C04F008B4060643BDF4F8DCF3F,99.48600000265276
e879b14bc505491a8bc5ff6228b61583,scene-0224,vehicle.car,1,0101000080B6FAC83384879840D957497F66388A40D44D62105839CCBF,140.5869999988937
873f68c1e7a642a0b62d52b42555f228,scene-0224,movable_object.barrier,1,010100008022C61851DBA89840B8246179846F8A40A8F1D24D6210B8BF,-135.35726420248722
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,1,010100008032ABFBC48D0C96405A918F4E20E48A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,1,01010000800E5627DB2CDB9640B855C702558C8C40804160E5D022AB3F,48.55766666715751
001af0f00b314abc89adcc5641c4772b,scene-0226,human.pedestrian.adult,1,01010000802FBE90D609A496400C293B36374C8D40B047E17A14AEDF3F,52.38799999955577
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,2,010100008032ABFBC48D0C96405A918F4E20E48A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,2,0101000080826ACDA853D296407C215A681F9C8C4090C0CAA145B6B33F,48.89100000049085
001af0f00b314abc89adcc5641c4772b,scene-0226,human.pedestrian.adult,2,0101000080022C010A4B9E964021525D083B548D40A4703D0AD7A3E03F,55.518176481834445
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,3,010100008032ABFBC48D0C96405A918F4E20E48A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,3,0101000080581A07E4AEB3964069B2176D93E38C40D0FDD478E926B13F,28.53892047450549
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,4,010100008032ABFBC48D0C96405A918F4E20E48A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,4,01010000805E5CE906DCAF9640B05AC0490EF28C4040DF4F8D976EB23F,22.968504569308408
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,5,010100008032ABFBC48D0C96405A918F4E20E48A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,5,0101000080583B810DC7AC9640FCD8FA342D028D4080C0CAA145B6B33F,15.398088664111311
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,6,01010000801EFDB3E3920C9640F2FFA1D1E0E38A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,6,010100008045EAE6A96FBC96405EA21F196C8C8D4040355EBA490CE23F,-30.876656314581588
c7535cf28ff5439c8bfd7fdc684c9f8a,scene-0226,vehicle.car,7,01010000804DDAD8E9930C96401A5C3194D6E38A40894160E5D022FBBF,9.215999997676054
74929b4092f5479eab5f917572294f65,scene-0226,vehicle.truck,7,0101000080DF45FA01B6C596406F97FE1C06A88D407E3F355EBA49E43F,-35.87665631458161
0f3ece8f12ea4aa3b2d4b66ddb231ba8,scene-0228,human.pedestrian.adult,1,01010000806E842816E40E9040CC90971649F59240EE7C3F355EBAD13F,-128.46375000001592
d5148811b4604906ac5f267b55aa85a4,scene-0228,static_object.bicycle_rack,1,01010000800F2E5A52F41C9040DD667FE1F8DA9240663BDF4F8D97C63F,50.24004999997575
5f2a7745300a4c80b4ed72f1b18e3ec5,scene-0228,vehicle.trailer,1,01010000800C700D8961B79040B46143F0A8DD9240D0A145B6F3FDC43F,-125.47770000003663
b2dc043a8884485d939f690a8f1770ca,scene-0250,vehicle.car,1,0101000080C2649ED574E57D40DA72F6A7ABD49A40048195438B6CC7BF,60.665596524850685
67afc39c268c4f08994e160037954be6,scene-0250,vehicle.bus.rigid,1,0101000080173CA407C60B7C40BA0CD618FB989A40F07C3F355EBAD13F,-24.356702365522775
1255495cc27b4dcaaa17a3893c0f9612,scene-0250,vehicle.truck,1,010100008067D5CBEF545F7F40664EB8B83D9D9A40B0C876BE9F1ACF3F,61.9939999999573
dfacfae9f2014bfea66d155da671d28a,scene-0250,vehicle.bus.rigid,1,010100008039C094A63E487C409E15838133059B40EA263108AC1CE0BF,-170.32980989065746
21a990f088864d8d98edeff3e12a52c0,scene-0250,vehicle.truck,1,0101000080C4D1E7BD54BD7D40A25F4ADD8ECF9A4008AC1C5A643BCFBF,-114.31947355588122
ce5c5706685442a894e937e375a795d0,scene-0250,vehicle.car,1,0101000080748ACE01EEB37E40C0DFEEDD1DB49A40A8703D0AD7A3C03F,62.28516226255685
dccfa9c12cb54bf7af3fc68c4e32787d,scene-0250,vehicle.car,1,010100008022D96D3E8E637E407CC6ED222AC99A408C6CE7FBA9F1C2BF,60.57863052066247
b2dc043a8884485d939f690a8f1770ca,scene-0250,vehicle.car,2,01010000807A8323C1C6E57D40462F6B3BC4D49A40643BDF4F8D97CEBF,60.665596524850685
67afc39c268c4f08994e160037954be6,scene-0250,vehicle.bus.rigid,2,0101000080173CA407C60B7C40BA0CD618FB989A40F07C3F355EBAD13F,-24.356702365522775
1255495cc27b4dcaaa17a3893c0f9612,scene-0250,vehicle.truck,2,0101000080E414014E0F5D7F402D9AEF417F9D9A40008195438B6CC73F,61.9939999999573
dfacfae9f2014bfea66d155da671d28a,scene-0250,vehicle.bus.rigid,2,0101000080AEA6DA012B4D7C405B754C83DDF69A40E8263108AC1CE0BF,179.9687851640132
21a990f088864d8d98edeff3e12a52c0,scene-0250,vehicle.truck,2,01010000802A029B7103E77D403C8F6CF73FC99A40EA51B81E85EBD1BF,-116.44150854192449
ce5c5706685442a894e937e375a795d0,scene-0250,vehicle.car,2,0101000080D79A263BA2B47E406AD1C12B00B49A40E04D62105839B43F,62.28516226255685
dccfa9c12cb54bf7af3fc68c4e32787d,scene-0250,vehicle.car,2,01010000808093B74A90647E404EE9C81C29C99A405062105839B4C8BF,60.57863052066247
4d5e05a88f184362b5a80a8498fa1b29,scene-0250,human.pedestrian.adult,3,0101000080831F678E1D5880409C3E204BD5949A406ABC74931804D63F,-111.94400000254933
b2dc043a8884485d939f690a8f1770ca,scene-0250,vehicle.car,3,01010000807A8323C1C6E57D40462F6B3BC4D49A40E6D022DBF97ED2BF,60.665596524850685
67afc39c268c4f08994e160037954be6,scene-0250,vehicle.bus.rigid,3,0101000080173CA407C60B7C40BA0CD618FB989A40F07C3F355EBAD13F,-24.356702365522775
1255495cc27b4dcaaa17a3893c0f9612,scene-0250,vehicle.truck,3,0101000080EEEBA4BE4C5F7F402FC57658589D9A40402FDD24068195BF,61.9939999999573
dfacfae9f2014bfea66d155da671d28a,scene-0250,vehicle.bus.rigid,3,0101000080EA3AB9D5531B7C40D25D7004BBCC9A40048195438B6CD3BF,155.5172763605369
21a990f088864d8d98edeff3e12a52c0,scene-0250,vehicle.truck,3,01010000800A7DAF1F4BA07E40E8ABC65B7BB09A40A045B6F3FDD4D0BF,-116.44150854192449
ce5c5706685442a894e937e375a795d0,scene-0250,vehicle.car,3,0101000080EF9E7C49CFB47E40357307E2F3B39A4018DBF97E6ABCB4BF,62.28516226255685
4d5e05a88f184362b5a80a8498fa1b29,scene-0250,human.pedestrian.adult,4,0101000080362795F7435D8040B6EADEE0C8939A4010AC1C5A643BCF3F,-112.44400000254933
67afc39c268c4f08994e160037954be6,scene-0250,vehicle.bus.rigid,4,0101000080173CA407C60B7C40BA0CD618FB989A40F07C3F355EBAD13F,-24.356702365522775
1255495cc27b4dcaaa17a3893c0f9612,scene-0250,vehicle.truck,4,01010000804950E09D9C5E7F40A4588F5CAE9D9A4040B4C876BE9FBABF,61.9939999999573
dfacfae9f2014bfea66d155da671d28a,scene-0250,vehicle.bus.rigid,4,01010000800AFEC1F4CDF57B40A8E7D201A6B79A4008022B8716D9C6BF,148.18394302720364
21a990f088864d8d98edeff3e12a52c0,scene-0250,vehicle.truck,4,01010000808466D65053FC7E40360ED7B334A49A4050B81E85EB51D0BF,-116.44150854192449
ce5c5706685442a894e937e375a795d0,scene-0250,vehicle.car,4,0101000080438222E593B37E40AC31A7FC22B49A4038355EBA490CC2BF,62.28516226255685
ccf0138483a94305b6bf2457c4d116bd,scene-0263,vehicle.car,1,0101000080E4E3637CD62FA0400CF8FD72A6198E40D82406819543BBBF,58.36838127794628
aac7319bf6c64d4b9ce9ff424c5dd150,scene-0263,vehicle.car,1,0101000080E43F0229FE31A040C001CFF3301C8D4020B0726891EDD03F,55.55559624697067
ccf0138483a94305b6bf2457c4d116bd,scene-0263,vehicle.car,3,0101000080268211052FCD9F40FC9FC4BEDDD18E402B8716D9CEF7E53F,58.36838127794628
aac7319bf6c64d4b9ce9ff424c5dd150,scene-0263,vehicle.car,3,01010000805AD31A2D1432A0404E993D06B41C8D4020B0726891EDD03F,55.55559624697067
ec779012ff214a2cb70b3bdffdf22895,scene-0284,vehicle.car,1,0101000080D09F8D9299D29E407E2A5E6A041C8A40A4703D0AD7A3E83F,-2.8530000019445585
b24a5fea4d534aa79e9190d96ba62e39,scene-0284,human.pedestrian.police_officer,1,01010000801EA6E78528419E40C9C15C93A7478B4050105839B4C8A6BF,171.11699995983372
ec779012ff214a2cb70b3bdffdf22895,scene-0284,vehicle.car,2,0101000080DCA1B819B0D29E405E7AEB01731F8A404C37894160E5E43F,-2.8530000019445585
025a56c1f0ac41aaaa72ba4b5c0c8883,scene-0284,vehicle.car,2,010100008096247442F6E79D40F0454FBBCA878940951804560E2DE43F,-1.8640000023395662
b24a5fea4d534aa79e9190d96ba62e39,scene-0284,human.pedestrian.police_officer,2,0101000080D1C5AB9F63419E40B413D9824A408B4030894160E5D0B23F,178.45033329316695
ec779012ff214a2cb70b3bdffdf22895,scene-0284,vehicle.car,3,0101000080C8F37038B5D29E40BE5FBC244E208A40560E2DB29DEFE33F,-2.8530000019445585
b24a5fea4d534aa79e9190d96ba62e39,scene-0284,human.pedestrian.police_officer,3,0101000080F01FE3404D409E40633346695C3E8B4018AE47E17A14BE3F,169.83922218205592
c145889683da49318dcdb10c47372569,scene-0299,human.pedestrian.adult,1,010100008000A05EFBE3097E405C8EC0AE3CA89A4000AAF1D24D6260BF,60.065999999782484
dfbddf832c1a42fabcacb54be86fc742,scene-0300,vehicle.car,1,0101000080114FD945BB8387400DEACAA9F6EA974000D34D621058B9BF,47.62899999753571
0f1a88a15c51495eba22302b40268cba,scene-0300,vehicle.car,1,010100008000C4A020BEA7874026FD33A215DA9740C820B0726891BDBF,45.39733333096327
e0d66df87e1e46a189191de0bda1fa96,scene-0300,vehicle.car,1,010100008026603278C9CF8740DCD0A3A40E979740202FDD240681A5BF,-130.64400000255444
fa1b7c64c26c46f6b0f10ba4abbe921a,scene-0300,vehicle.car,1,01010000808A7FC81DF83987403183AC041B0A984000AC1C5A643BAFBF,47.65599999751897
002244eecc6041c5a8026b8c86492a68,scene-0300,vehicle.car,1,01010000800C20BC7938628740BD8AA257BAF997404C37894160E5C0BF,49.75199999788776
1b2ffdc364c0402dad9decd6290fbb47,scene-0301,human.pedestrian.adult,1,01010000802A870AF9851288402A1C19C9C5BC974098EFA7C64B37B93F,-147.9558817906966
43da55e556bb4042965442801e132516,scene-0301,vehicle.car,1,0101000080061C625E0CD087408BEF8BDC6C979740C0CEF753E3A58B3F,-131.03999999998493
6cbbba548a614f338724d0cac055ba32,scene-0301,vehicle.car,1,01010000801201DE7C793A8740CEBFE8DF710998406091ED7C3F359EBF,48.332000000072256
bd9f56c51c524041a5e66d748b6571a9,scene-0301,vehicle.truck,1,01010000809A6494B5BBA787403867D91D5AD99740E0A59BC420B0B2BF,46.025000000089015
